nct	canonical_payload	registered_enrollment	enrollment_type	n_registered_arms	n_distinct_response_cohorts	n_response_observations	max_single_cohort_denominator	max_single_cohort_pointer	largest_within_measure_om_index	groups_in_that_measure	within_measure_denominator_sum	pooled_label_in_that_measure	conflict_findings	summation_policy	disjointness_status
NCT00309140	ctg_results_bor_1999_2009.txt	23	ACTUAL	1	1	1	23	ctg_results_bor_1999_2009.txt::NCT00309140::outcomeMeasures[2]::groups[OG000]	2	1	23	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00982865	ctg_results_bor_1999_2009.txt	182	ACTUAL	4	4	4	71	ctg_results_bor_1999_2009.txt::NCT00982865::outcomeMeasures[45]::groups[OG001]	45	4	158	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00606307	ctg_results_bor_1999_2009.txt	29	ACTUAL	1	1	1	29	ctg_results_bor_1999_2009.txt::NCT00606307::outcomeMeasures[0]::groups[OG000]	0	1	29	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00058552	ctg_results_bor_1999_2009.txt	129	ACTUAL	0	2	2	62	ctg_results_bor_1999_2009.txt::NCT00058552::outcomeMeasures[0]::groups[OG001]	0	2	117	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00985907	ctg_results_bor_1999_2009.txt	13	ACTUAL	1	1	1	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00492206	ctg_results_bor_1999_2009.txt	40	ACTUAL	1	1	1	40	ctg_results_bor_1999_2009.txt::NCT00492206::outcomeMeasures[2]::groups[OG000]	2	1	40	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01181609	ctg_results_bor_1999_2009.txt	54	ACTUAL	1	1	1	53	ctg_results_bor_1999_2009.txt::NCT01181609::outcomeMeasures[1]::groups[OG000]	1	1	53	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00539617	ctg_results_bor_1999_2009.txt	7	ACTUAL	1	1	1	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00598975	ctg_results_bor_1999_2009.txt	18	ACTUAL	2	3	3	18	ctg_results_bor_1999_2009.txt::NCT00598975::outcomeMeasures[2]::groups[OG002]	2	3	36	True	WITHIN_MEASURE_SUM_EXCEEDS_ENROLLMENT__POOLED_LABEL_IN_MEASURE	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00647426	ctg_results_bor_1999_2009.txt	7	ACTUAL	1	1	1	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00611325	ctg_results_bor_1999_2009.txt	56	ACTUAL	2	2	2	28	ctg_results_bor_1999_2009.txt::NCT00611325::outcomeMeasures[3]::groups[OG000]	3	2	56	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00784303	ctg_results_bor_1999_2009.txt	117	ACTUAL	2	2	6	59	ctg_results_bor_1999_2009.txt::NCT00784303::outcomeMeasures[0]::groups[OG001]	0	2	117	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00171834	ctg_results_bor_1999_2009.txt	89	ACTUAL	0	8	10	50	ctg_results_bor_1999_2009.txt::NCT00171834::outcomeMeasures[6]::groups[OG000]	6	2	85	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00788775	ctg_results_bor_1999_2009.txt	20	ACTUAL	1	2	2	11	ctg_results_bor_1999_2009.txt::NCT00788775::outcomeMeasures[3]::groups[OG000]	3	2	19	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00859937	ctg_results_bor_1999_2009.txt	55	ACTUAL	1	2	2	40	ctg_results_bor_1999_2009.txt::NCT00859937::outcomeMeasures[0]::groups[OG000]	0	2	54	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00946153	ctg_results_bor_1999_2009.txt	66	ACTUAL	1	5	14	41	ctg_results_bor_1999_2009.txt::NCT00946153::outcomeMeasures[6]::groups[OG000]	6	1	41	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01289522	ctg_results_bor_1999_2009.txt	54	ACTUAL	1	1	2	54	ctg_results_bor_1999_2009.txt::NCT01289522::outcomeMeasures[0]::groups[OG000]	0	1	54	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00234052	ctg_results_bor_1999_2009.txt	51	ACTUAL	1	1	1	49	ctg_results_bor_1999_2009.txt::NCT00234052::outcomeMeasures[1]::groups[OG000]	1	1	49	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT02005484	ctg_results_bor_1999_2009.txt	6	ACTUAL	1	1	1	6	ctg_results_bor_1999_2009.txt::NCT02005484::outcomeMeasures[2]::groups[OG000]	2	1	6	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00623766	ctg_results_bor_1999_2009.txt	99	ACTUAL	2	3	6	51	ctg_results_bor_1999_2009.txt::NCT00623766::outcomeMeasures[0]::groups[OG000]	0	2	72	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00883116	ctg_results_bor_1999_2009.txt	551	ACTUAL	2	2	2	223	ctg_results_bor_1999_2009.txt::NCT00883116::outcomeMeasures[2]::groups[OG000]	2	2	446	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00477464	ctg_results_bor_1999_2009.txt	51	ACTUAL	1	1	1	51	ctg_results_bor_1999_2009.txt::NCT00477464::outcomeMeasures[4]::groups[OG000]	4	1	51	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00866047	ctg_results_bor_1999_2009.txt	58	ACTUAL	1	1	3	58	ctg_results_bor_1999_2009.txt::NCT00866047::outcomeMeasures[0]::groups[OG000]	0	1	58	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00807495	ctg_results_bor_1999_2009.txt	48	ACTUAL	1	5	5	16	ctg_results_bor_1999_2009.txt::NCT00807495::outcomeMeasures[0]::groups[OG000]	0	5	41	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00522457	ctg_results_bor_1999_2009.txt	19	ACTUAL	0	1	2	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00447330	ctg_results_bor_1999_2009.txt	60	ACTUAL	1	1	1	60	ctg_results_bor_1999_2009.txt::NCT00447330::outcomeMeasures[2]::groups[OG000]	2	1	60	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00331630	ctg_results_bor_1999_2009.txt	30	ACTUAL	1	1	1	29	ctg_results_bor_1999_2009.txt::NCT00331630::outcomeMeasures[0]::groups[OG000]	0	1	29	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00796757	ctg_results_bor_1999_2009.txt	146	ACTUAL	1	1	1	139	ctg_results_bor_1999_2009.txt::NCT00796757::outcomeMeasures[1]::groups[OG000]	1	1	139	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00737529	ctg_results_bor_1999_2009.txt	134	ACTUAL	1	1	1	134	ctg_results_bor_1999_2009.txt::NCT00737529::outcomeMeasures[0]::groups[OG000]	0	1	134	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00435409	ctg_results_bor_1999_2009.txt	442	ACTUAL	2	2	2	221	ctg_results_bor_1999_2009.txt::NCT00435409::outcomeMeasures[1]::groups[OG000]	1	2	442	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00576901	ctg_results_bor_1999_2009.txt	23	ACTUAL	1	1	1	20	ctg_results_bor_1999_2009.txt::NCT00576901::outcomeMeasures[1]::groups[OG000]	1	1	20	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00924352	ctg_results_bor_1999_2009.txt	56	ACTUAL	1	1	2	50	ctg_results_bor_1999_2009.txt::NCT00924352::outcomeMeasures[3]::groups[OG000]	3	1	50	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00311584	ctg_results_bor_1999_2009.txt	59	ACTUAL	2	2	2	28	ctg_results_bor_1999_2009.txt::NCT00311584::outcomeMeasures[0]::groups[OG001]	0	2	55	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01006252	ctg_results_bor_1999_2009.txt	336	ACTUAL	2	2	4	168	ctg_results_bor_1999_2009.txt::NCT01006252::outcomeMeasures[4]::groups[OG000]	4	2	336	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00668863	ctg_results_bor_1999_2009.txt	71	ACTUAL	1	1	1	71	ctg_results_bor_1999_2009.txt::NCT00668863::outcomeMeasures[2]::groups[OG000]	2	1	71	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00154102	ctg_results_bor_1999_2009.txt	1221	ACTUAL	2	2	8	599	ctg_results_bor_1999_2009.txt::NCT00154102::outcomeMeasures[6]::groups[OG000]	6	2	1198	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00380718	ctg_results_bor_1999_2009.txt	33	ACTUAL	1	1	2	33	ctg_results_bor_1999_2009.txt::NCT00380718::outcomeMeasures[0]::groups[OG000]	0	1	33	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00515697	ctg_results_bor_1999_2009.txt	39	ACTUAL	1	1	3	39	ctg_results_bor_1999_2009.txt::NCT00515697::outcomeMeasures[0]::groups[OG000]	0	1	39	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00886782	ctg_results_bor_1999_2009.txt	11	ACTUAL	1	3	6	5	ctg_results_bor_1999_2009.txt::NCT00886782::outcomeMeasures[15]::groups[OG002]	15	3	11	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00281658	ctg_results_bor_1999_2009.txt	444	ACTUAL	4	2	12	222	ctg_results_bor_1999_2009.txt::NCT00281658::outcomeMeasures[3]::groups[OG000]	3	2	444	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00447005	ctg_results_bor_1999_2009.txt	12	ACTUAL	1	1	1	12	ctg_results_bor_1999_2009.txt::NCT00447005::outcomeMeasures[10]::groups[OG000]	10	1	12	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00648739	ctg_results_bor_1999_2009.txt	26	ACTUAL	1	6	6	5	ctg_results_bor_1999_2009.txt::NCT00648739::outcomeMeasures[4]::groups[OG001]	4	6	23	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00326911	ctg_results_bor_1999_2009.txt	61	ACTUAL	2	2	2	29	ctg_results_bor_1999_2009.txt::NCT00326911::outcomeMeasures[2]::groups[OG000]	2	2	58	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00226811	ctg_results_bor_1999_2009.txt	78	ACTUAL	1	1	2	78	ctg_results_bor_1999_2009.txt::NCT00226811::outcomeMeasures[0]::groups[OG000]	0	1	78	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00125034	ctg_results_bor_1999_2009.txt	344	ACTUAL	2	2	8	169	ctg_results_bor_1999_2009.txt::NCT00125034::outcomeMeasures[0]::groups[OG000]	0	2	337	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00195260	ctg_results_bor_1999_2009.txt	151	ACTUAL	4	11	11	34	ctg_results_bor_1999_2009.txt::NCT00195260::outcomeMeasures[4]::groups[OG000]	4	3	75	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00404495	ctg_results_bor_1999_2009.txt	83	ACTUAL	1	2	4	63	ctg_results_bor_1999_2009.txt::NCT00404495::outcomeMeasures[1]::groups[OG000]	1	2	80	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01153971	ctg_results_bor_1999_2009.txt	47	ACTUAL	1	1	1	46	ctg_results_bor_1999_2009.txt::NCT01153971::outcomeMeasures[1]::groups[OG000]	1	1	46	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00606021	ctg_results_bor_1999_2009.txt	106	ACTUAL	2	2	2	28	ctg_results_bor_1999_2009.txt::NCT00606021::outcomeMeasures[5]::groups[OG000]	5	2	55	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00732992	ctg_results_bor_1999_2009.txt	12	ACTUAL	2	2	2	4	ctg_results_bor_1999_2009.txt::NCT00732992::outcomeMeasures[10]::groups[OG000]	10	2	8	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00436436	ctg_results_bor_1999_2009.txt	12	ACTUAL	1	1	3	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00960063	ctg_results_bor_1999_2009.txt	4	ACTUAL	3	3	3	3	ctg_results_bor_1999_2009.txt::NCT00960063::outcomeMeasures[1]::groups[OG002]	1	2	4	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00256698	ctg_results_bor_1999_2009.txt	514	ACTUAL	2	2	4	258	ctg_results_bor_1999_2009.txt::NCT00256698::outcomeMeasures[2]::groups[OG000]	2	2	514	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00376623	ctg_results_bor_1999_2009.txt	96	ACTUAL	3	4	4	2	ctg_results_bor_1999_2009.txt::NCT00376623::outcomeMeasures[3]::groups[OG000]	3	1	2	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00534417	ctg_results_bor_1999_2009.txt	41	ACTUAL	1	1	3	41	ctg_results_bor_1999_2009.txt::NCT00534417::outcomeMeasures[1]::groups[OG000]	1	1	41	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00062868	ctg_results_bor_1999_2009.txt	74	ACTUAL	9	21	21	15	ctg_results_bor_1999_2009.txt::NCT00062868::outcomeMeasures[1]::groups[OG018]	1	18	73	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00424047	ctg_results_bor_1999_2009.txt	351	ACTUAL	2	2	4	176	ctg_results_bor_1999_2009.txt::NCT00424047::outcomeMeasures[3]::groups[OG000]	3	2	351	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00404248	ctg_results_bor_1999_2009.txt	35	ACTUAL	2	1	1	32	ctg_results_bor_1999_2009.txt::NCT00404248::outcomeMeasures[5]::groups[OG000]	5	1	32	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00324155	ctg_results_bor_1999_2009.txt	681	ACTUAL	2	2	4	252	ctg_results_bor_1999_2009.txt::NCT00324155::outcomeMeasures[1]::groups[OG001]	1	2	502	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00777049	ctg_results_bor_1999_2009.txt	54	ACTUAL	2	2	2	33	ctg_results_bor_1999_2009.txt::NCT00777049::outcomeMeasures[0]::groups[OG000]	0	2	54	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00617591	ctg_results_bor_1999_2009.txt	57	ACTUAL	1	1	1	57	ctg_results_bor_1999_2009.txt::NCT00617591::outcomeMeasures[0]::groups[OG000]	0	1	57	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00871403	ctg_results_bor_1999_2009.txt	107	ACTUAL	2	2	2	62	ctg_results_bor_1999_2009.txt::NCT00871403::outcomeMeasures[2]::groups[OG000]	2	2	97	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00828074	ctg_results_bor_1999_2009.txt	46	ACTUAL	1	1	1	41	ctg_results_bor_1999_2009.txt::NCT00828074::outcomeMeasures[4]::groups[OG000]	4	1	41	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00958724	ctg_results_bor_1999_2009.txt	6	ACTUAL	1	1	3	6	ctg_results_bor_1999_2009.txt::NCT00958724::outcomeMeasures[1]::groups[OG000]	1	1	6	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01022996	ctg_results_bor_1999_2009.txt	57	ACTUAL	1	1	4	57	ctg_results_bor_1999_2009.txt::NCT01022996::outcomeMeasures[0]::groups[OG000]	0	1	57	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00137449	ctg_results_bor_1999_2009.txt	60	ACTUAL	1	3	3	60	ctg_results_bor_1999_2009.txt::NCT00137449::outcomeMeasures[2]::groups[OG002]	2	3	120	True	WITHIN_MEASURE_SUM_EXCEEDS_ENROLLMENT__POOLED_LABEL_IN_MEASURE	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01012258	ctg_results_bor_1999_2009.txt	70	ACTUAL	1	1	1	66	ctg_results_bor_1999_2009.txt::NCT01012258::outcomeMeasures[0]::groups[OG000]	0	1	66	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00403130	ctg_results_bor_1999_2009.txt	31	ACTUAL	1	1	1	13	ctg_results_bor_1999_2009.txt::NCT00403130::outcomeMeasures[1]::groups[OG000]	1	1	13	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00880581	ctg_results_bor_1999_2009.txt	30	ACTUAL	1	1	2	30	ctg_results_bor_1999_2009.txt::NCT00880581::outcomeMeasures[0]::groups[OG000]	0	1	30	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00969553	ctg_results_bor_1999_2009.txt	59	ACTUAL	1	9	9	17	ctg_results_bor_1999_2009.txt::NCT00969553::outcomeMeasures[9]::groups[OG003]	9	9	59	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00983801	ctg_results_bor_1999_2009.txt	58	ACTUAL	1	1	2	52	ctg_results_bor_1999_2009.txt::NCT00983801::outcomeMeasures[0]::groups[OG000]	0	1	52	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00391092	ctg_results_bor_1999_2009.txt	424	ACTUAL	2	2	2	183	ctg_results_bor_1999_2009.txt::NCT00391092::outcomeMeasures[2]::groups[OG001]	2	2	359	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00121251	ctg_results_bor_1999_2009.txt	17	ACTUAL	1	1	1	17	ctg_results_bor_1999_2009.txt::NCT00121251::outcomeMeasures[0]::groups[OG000]	0	1	17	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
